month_id,subscriber_uid,city,fsa,services_subscribed_name,internet_service_level,internet_rgu,account_mrr,internet_mrr
1705,6042033,FORT MCMURRAY,T9K,Video - Internet,Internet 150,1,79.9,36.8
1705,1514931,FORT MCMURRAY,T9H,Video - Internet,High-Speed(GF),1,164,35.05
1705,1520312,FORT MCMURRAY,T9K,Video - Internet - Phone,Internet 150,1,220.9,79.9
1705,1516231,FORT MCMURRAY,T9K,Video - Internet - Phone,Internet 60,1,250,95
1705,9336788,FORT MCMURRAY,T9H,Video - Internet,Internet 150,1,144.9,79.9
1705,10049916,FORT MCMURRAY,T9K,Video - Internet - Phone,Internet 30,1,127.99,40
1705,1520524,FORT MCMURRAY,T9H,Video - Internet - Phone,Broadband 50(GGF),1,217,65
1705,10097021,FORT MCMURRAY,T9H,Internet,Internet 150,1,49.9,49.9
1705,1548802,FORT MCMURRAY,T9H,Video - Internet - Phone,High Speed 20(GF),1,217,72
1705,1570046,FORT MCMURRAY,T9H,Video - Internet - Phone,Internet 150,1,116,60
1705,1517703,FORT MCMURRAY,T9H,Video - Internet,High-Speed(GF),1,161.99,35.05
1705,5314276,FORT MCMURRAY,T9K,Internet - Phone,High-Speed(GF),1,0,0
1705,9776384,FORT MCMURRAY,T9H,Video - Internet - Phone,Internet 150,1,208.9,79.9
1705,1527525,FORT MCMURRAY,T9K,Internet,Internet 150,1,69.9,69.9
1705,1521776,FORT MCMURRAY,T9K,Internet,High-Speed(GF),1,73,73
1705,8904883,FORT MCMURRAY,T9K,Video - Internet,Internet 150,1,164.9,79.9
1705,9642879,FORT MCMURRAY,T9K,Internet,Internet 15,1,66,66
1705,4618203,FORT MCMURRAY,T9H,Internet - Phone,High-Speed(GF),1,0,0
1705,8699963,FORT MCMURRAY,T9K,Internet - Phone,High-Speed(GF),1,0,0
1705,1514727,FORT MCMURRAY,T9K,Internet,Internet 150,1,79.9,79.9
1705,1517794,FORT MCMURRAY,T9H,Video - Internet,Extreme(GF),1,211,70
1705,1514098,FORT MCMURRAY,T9K,Video - Internet,High-Speed(GF),1,159,62
1705,9098487,FORT MCMURRAY,T9H,Video - Internet,Internet 15,1,140,66
1705,8669579,FORT MCMURRAY,T9K,Video - Internet - Phone,Internet 15,1,157,66
1705,1564643,FORT MCMURRAY,T9K,Internet - Phone,High-Speed(GF),1,0,0
1705,1564891,FORT MCMURRAY,T9H,Internet - Phone,High-Speed(GF),1,0,0
1705,5613979,FORT MCMURRAY,T9K,Video - Internet,High-Speed(GF),1,158,73
1705,5764650,FORT MCMURRAY,T9K,Internet - Phone,Internet 30,1,126,75
1705,9991416,FORT MCMURRAY,T9K,Video - Internet,Internet 150,1,84.9,46.8
1705,1564922,FORT MCMURRAY,T9H,Internet - Phone,High-Speed(GF),1,0,0
1705,1529147,FORT MCMURRAY,T9K,Video - Internet,Internet 60,1,115.99,45
1705,1541357,FORT MCMURRAY,T9K,Internet - Phone,High-Speed(GF),1,0,0
1705,1526997,FORT MCMURRAY,T9K,Internet,High-Speed(GF),1,64,64
1705,5764263,FORT MCMURRAY,T9H,Video - Internet,Internet 5,1,84,55
1705,5614376,FORT MCMURRAY,T9H,Internet,High Speed 20(GF),1,0,0
1705,1532676,FORT MCMURRAY,T9K,Internet,Internet 150,1,79.9,79.9
1705,1574642,FORT MCMURRAY,T9K,Video - Internet,Internet 150,1,154.9,79.9
1705,1537775,FORT MCMURRAY,T9K,Video - Internet - Phone,Broadband 50(GGF),1,197,93
1705,10166760,FORT MCMURRAY,T9K,Internet,Internet 150,1,49.9,49.9
1705,10192606,FORT MCMURRAY,T9K,Video - Internet,Internet 30,1,97,50
1705,1570336,FORT MCMURRAY,T9K,Video - Internet,Internet 150,1,145.9,69.9
1705,5313721,FORT MCMURRAY,T9K,Video - Internet,Internet 60,1,178.95,95
1705,1572625,FORT MCMURRAY,T9K,Video - Internet,Internet 150,1,104.9,79.9
1705,1572561,FORT MCMURRAY,T9H,Video - Internet - Phone,Extreme(GF),1,257.95,70
1705,1524566,FORT MCMURRAY,T9K,Video - Internet - Phone,Internet 150,1,188.9,79.9
1705,1533528,FORT MCMURRAY,T9K,Video - Internet,Internet 150,1,140.9,79.9
1705,5567991,FORT MCMURRAY,T9H,Video - Internet,Internet 150,1,183.9,79.9
1705,8686900,FORT MCMURRAY,T9K,Video - Internet,High-Speed(GF),1,192,73
1705,1519072,FORT MCMURRAY,T9K,Video - Internet - Phone,High Speed 20(GF),1,207.95,67
1705,1541792,FORT MCMURRAY,T9K,Video - Internet,Internet 150,1,125.9,79.9
1705,9828330,FORT MCMURRAY,T9H,Internet,Internet 150,1,79.9,79.9
1705,1516168,FORT MCMURRAY,T9H,Video - Internet,Internet 150,1,185,100
1705,8847391,FORT MCMURRAY,T9K,Internet,High-Speed(GF),1,0,0
1705,1532479,FORT MCMURRAY,T9K,Video - Internet - Phone,Internet 5,1,178,55
1705,1542066,FORT MCMURRAY,T9K,Video - Internet,Internet 30,1,177.85,75
1705,1548544,FORT MCMURRAY,T9K,Video - Internet,High-Speed(GF),1,146,73
1705,5921192,FORT MCMURRAY,T9H,Internet,Internet 150,1,79.9,79.9
1705,6127080,FORT MCMURRAY,T9K,Video - Internet,Internet 15,1,132,66
1705,10038664,FORT MCMURRAY,T9K,Video - Internet,Internet 150,1,100.9,47.5
1705,4967139,FORT MCMURRAY,T9K,Internet - Phone,Internet 15,1,0,0
1705,5264940,FORT MCMURRAY,T9H,Internet - Phone,High-Speed(GF),1,0,0
1705,9751721,FORT MCMURRAY,T9K,Internet,Internet 150,1,49.9,49.9
1705,10361531,FORT MCMURRAY,T9K,Internet,Internet 150,1,49.9,49.9
1705,9820835,FORT MCMURRAY,T9K,Video - Internet,Internet 150,1,84.9,46.8
1705,1553857,FORT MCMURRAY,T9K,Video - Internet - Phone,Internet 60,1,294,95
1705,6001282,FORT MCMURRAY,T9K,Video - Internet,High-Speed(GF),1,118,63
1705,8906792,FORT MCMURRAY,T9H,Internet,Internet 150,1,69.9,69.9
1705,10174891,FORT MCMURRAY,T9K,Video - Internet - Phone,Internet 150,1,129.9,46.2
1705,4966900,FORT MCMURRAY,T9H,Video - Internet,High Speed 10(GF),1,140.05,65
1705,10185751,FORT MCMURRAY,T9H,Video - Internet - Phone,Internet 150,1,156.9,46.2
1705,9525276,FORT MCMURRAY,T9K,Internet,Internet 150,1,79.9,79.9
1705,1520611,FORT MCMURRAY,T9H,Video - Internet,Internet 15,1,154,66
1705,5314249,FORT MCMURRAY,T9K,Video - Internet - Phone,Internet 150,1,129.9,79.9
1705,10035837,FORT MCMURRAY,T9H,Internet,Internet 15,1,0,0
1705,4618715,FORT MCMURRAY,T9K,Video - Internet,Internet 60,1,144,95
1705,8693119,FORT MCMURRAY,T9H,Video - Internet,Internet 15,1,184,66
1705,1564975,FORT MCMURRAY,T9H,Video - Internet,Internet 150,1,172.9,79.9
1705,6001772,FORT MCMURRAY,T9K,Video - Internet,Internet 30,1,124,65
1705,9514223,FORT MCMURRAY,T9H,Video - Internet,Internet 15,1,111.99,66
1705,1542955,FORT MCMURRAY,T9K,Video - Internet,Internet 150,1,184.9,79.9
1705,1564864,FORT MCMURRAY,T9H,Internet - Phone,High-Speed(GF),1,0,0
1705,10107694,FORT MCMURRAY,T9K,Video - Internet,Internet 150,1,86.89,47.5
1705,10184133,FORT MCMURRAY,T9H,Video - Internet,Internet 150,1,105.9,46.8
1705,9363021,FORT MCMURRAY,T9H,Video - Internet - Phone,Internet 150,1,146.9,49.9
1705,10033438,FORT MCMURRAY,T9H,Internet,Internet 15,1,0,0
1705,9891474,FORT MCMURRAY,T9H,Video - Internet,Internet 150,1,94.9,47.5
1705,1541482,FORT MCMURRAY,T9H,Video - Internet,Internet 60,1,233,95
1705,10241436,FORT MCMURRAY,T9K,Internet,Internet 30,1,45,45
1705,1549375,FORT MCMURRAY,T9H,Internet,Internet 5,1,55,55
1705,10172498,FORT MCMURRAY,T9K,Video - Internet,Internet 150,1,79.9,46.8
1705,10166764,FORT MCMURRAY,T9H,Internet,Internet 150,1,60,60
1705,1513717,FORT MCMURRAY,T9H,Video - Internet - Phone,Internet 150,1,188.9,79.9
1705,9836808,FORT MCMURRAY,T9K,Video - Internet,Internet 150,1,90.89,47.5
1705,1521795,FORT MCMURRAY,T9H,Video - Internet - Phone,Internet 60,1,242,90
1705,1524259,FORT MCMURRAY,T9K,Video - Internet - Phone,Internet 150,1,266.89,79.9
1705,1517558,FORT MCMURRAY,T9K,Video - Internet,Internet 150,1,122.9,79.9
1705,9773738,FORT MCMURRAY,T9K,Internet - Phone,Internet 30,1,0,0
1705,9219173,FORT MCMURRAY,T9H,Internet,Internet 150,1,74.9,74.9
1705,10322546,FORT MCMURRAY,T9H,Video - Internet - Phone,Internet 30,1,95,40
1705,1518997,FORT MCMURRAY,T9H,Video - Internet - Phone,Internet 30,1,190,75
1705,5414084,FORT MCMURRAY,T9K,Video - Internet - Phone,Internet 150,1,206.9,79.9
1705,9757604,FORT MCMURRAY,T9K,Internet,High-Speed(GF),1,0,0
1705,1524644,FORT MCMURRAY,T9K,Video - Internet - Phone,Internet 30,1,173,75
1705,9534320,FORT MCMURRAY,T9K,Internet - Phone,Internet 5,1,0,0
1705,1520316,FORT MCMURRAY,T9K,Video - Internet,High-Speed(GF),1,138,35.05
1705,9028147,FORT MCMURRAY,T9H,Internet,Internet 15,1,66,66
1705,10187675,FORT MCMURRAY,T9K,Video - Internet,Internet 15,1,159,66
1705,4618724,FORT MCMURRAY,T9K,Video - Internet - Phone,Internet 150,1,181.9,69.9
1705,4921740,FORT MCMURRAY,T9H,Internet,Internet 60,1,42,29
1705,1562560,FORT MCMURRAY,T9H,Video - Internet - Phone,Internet 150,1,100,60
1705,1547457,FORT MCMURRAY,T9K,Video - Internet,Internet 150,1,142.9,49.9
1705,1574538,FORT MCMURRAY,T9H,Internet - Phone,High-Speed(GF),1,0,0
1705,9266846,FORT MCMURRAY,T9K,Video - Internet,Internet 15,1,112,66
1705,10263342,FORT MCMURRAY,T9K,Video - Internet,Internet 150,1,117.9,46.2
1705,10196712,FORT MCMURRAY,T9H,Internet,Internet 150,1,49.9,49.9
1705,1522275,FORT MCMURRAY,T9J,Internet,Internet 150,1,79.9,79.9
1705,1517683,FORT MCMURRAY,T9H,Video - Internet - Phone,Internet 150,1,206.9,79.9
1705,1522192,FORT MCMURRAY,T9H,Video - Internet - Phone,Internet 150,1,250.9,79.9
1705,6298188,FORT MCMURRAY,T9H,Video - Internet,Internet 15,1,177,66
1705,1562186,FORT MCMURRAY,T9K,Internet - Phone,High-Speed(GF),1,0,0
1705,1516000,FORT MCMURRAY,T9H,Video - Internet - Phone,Broadband 50(GGF),1,200,93
1705,1524089,FORT MCMURRAY,T9K,Video - Internet - Phone,Internet 150,1,216.9,79.9
1705,1521859,FORT MCMURRAY,T9H,Video - Internet - Phone,Internet 30,1,160,75
1705,1528966,FORT MCMURRAY,T9H,Video - Internet - Phone,Internet 150,1,200.9,79.9
1705,5265750,FORT MCMURRAY,T9K,Video - Internet - Phone,Internet 30,1,108.95,40
1705,1524616,FORT MCMURRAY,T9K,Video - Internet - Phone,Internet 150,1,201.9,74.9
1705,1534028,FORT MCMURRAY,T9H,Internet,Internet 150,1,79.9,79.9
1705,9555434,FORT MCMURRAY,T9K,Internet - Phone,Internet 5,1,0,0
1705,10241445,FORT MCMURRAY,T9H,Video - Internet - Phone,Internet 150,1,88,60
1705,6266186,FORT MCMURRAY,T9H,Video - Internet - Phone,Internet 60,1,75,50
1705,1553484,FORT MCMURRAY,T9H,Internet - Phone,High-Speed(GF),1,0,0
1705,10035856,FORT MCMURRAY,T9K,Video - Internet,Internet 150,1,111.9,46.8
1705,9239630,FORT MCMURRAY,T9H,Video - Internet - Phone,Internet 15,1,173,66
1705,1571763,FORT MCMURRAY,T9K,Internet - Phone,Broadband 100(GGF),1,128,102
1705,9066049,FORT MCMURRAY,T9H,Video - Internet,Internet 30,1,138,75
1705,6129990,FORT MCMURRAY,T9K,Internet,High-Speed(GF),1,73,73
1705,9079592,FORT MCMURRAY,T9K,Video - Internet,Internet 15,1,135,66
1705,9914494,FORT MCMURRAY,T9K,Video - Internet,Internet 150,1,114.89,46.8
1705,1570478,FORT MCMURRAY,T9K,Internet - Phone,Internet 150,1,137,100
1705,9518784,FORT MCMURRAY,T9K,Internet,Internet 30,1,75,75
1705,1548379,FORT MCMURRAY,T9K,Video - Internet - Phone,High-Speed(GF),1,229,62
1705,1529509,FORT MCMURRAY,T9H,Internet,High-Speed(GF),1,82.95,62
1705,1549838,FORT MCMURRAY,T9K,Video - Internet - Phone,Internet 150,1,132.9,69.9
1705,5764292,FORT MCMURRAY,T9H,Video - Internet - Phone,Internet 150,1,201.9,79.9
1705,1574766,FORT MCMURRAY,T9H,Video - Internet - Phone,Internet 150,1,208.9,79.9
1705,1512870,FORT MCMURRAY,T9K,Video - Internet,Internet 30,1,154,65
1705,9768306,FORT MCMURRAY,T9H,Video - Internet,Internet 30,1,145.99,75
1705,10307868,FORT MCMURRAY,T9H,Video - Internet,Internet 150,1,64.9,36.8
1705,1526394,FORT MCMURRAY,T9K,Video - Internet - Phone,Internet 15,1,193,66
1705,1570504,FORT MCMURRAY,T9H,Internet - Phone,High-Speed(GF),1,0,0
1705,9336783,FORT MCMURRAY,T9H,Video - Internet,Internet 60,1,170,95
1705,6315533,FORT MCMURRAY,T9H,Video - Internet - Phone,Internet 15,1,179,66
1705,6181080,FORT MCMURRAY,T9K,Internet,Internet 30,1,75,75
1705,8702057,FORT MCMURRAY,T9H,Video - Internet - Phone,Internet 30,1,116,65
1705,1563134,FORT MCMURRAY,T9K,Internet - Phone,High-Speed(GF),1,0,0
1705,1524712,FORT MCMURRAY,T9K,Video - Internet,Internet 150,1,110.9,69.9
1705,1537450,FORT MCMURRAY,T9H,Video - Internet,High-Speed(GF),1,195,35.05
1705,5921248,FORT MCMURRAY,T9K,Video - Internet - Phone,Internet 30,1,166,75
1705,1564611,FORT MCMURRAY,T9H,Internet - Phone,High-Speed(GF),1,0,0
1705,1567723,FORT MCMURRAY,T9H,Video - Internet,High Speed 10(GF),1,141,65
1705,1572617,FORT MCMURRAY,T9H,Video - Internet - Phone,Extreme(GF),1,144,70
1705,1518406,FORT MCMURRAY,T9K,Video - Internet,Internet 15,1,134,66
1705,9501032,FORT MCMURRAY,T9H,Internet,Internet 150,1,79.9,79.9
1705,10313178,FORT MCMURRAY,T9K,Internet,Internet 150,1,49.9,49.9
1705,1522430,FORT MCMURRAY,T9K,Video - Internet - Phone,Internet 150 Plus,1,243.9,99.9
1705,1538674,FORT MCMURRAY,T9K,Video - Internet,Internet 15,1,159.95,66
1705,9648368,FORT MCMURRAY,T9K,Video - Internet,Internet 150,1,87.9,46.8
1705,9530081,FORT MCMURRAY,T9H,Video - Internet,Internet 150,1,130.9,79.9
1705,4921707,FORT MCMURRAY,T9K,Video - Internet - Phone,Internet 150,1,104.9,44.9
1705,9888477,FORT MCMURRAY,T9K,Video - Internet - Phone,Internet 150,1,186.89,79.9
1705,1548018,FORT MCMURRAY,T9H,Video - Internet - Phone,Internet 150,1,165.9,84.9
1705,9655167,FORT MCMURRAY,T9K,Internet - Phone,Internet 5,1,0,0
1705,9727144,FORT MCMURRAY,T9K,Video - Internet,Internet 150,1,160.9,79.9
1705,5764242,FORT MCMURRAY,T9K,Internet - Phone,High Speed 10(GF),1,0,0
1705,5264952,FORT MCMURRAY,T9K,Video - Internet,High-Speed(GF),1,119,73
1705,8699953,FORT MCMURRAY,T9K,Internet - Phone,High-Speed(GF),1,0,0
1705,6143415,FORT MCMURRAY,T9K,Video - Internet,Internet 30,1,81,40
1705,10324165,FORT MCMURRAY,T9H,Internet,Internet 150,1,60,60
1705,9819007,FORT MCMURRAY,T9K,Video - Internet,Internet 30,1,59.9,35
1705,1529251,FORT MCMURRAY,T9K,Video - Internet - Phone,Broadband 50(GGF),1,224,65
1705,5764238,FORT MCMURRAY,T9K,Internet - Phone,High Speed 10(GF),1,0,0
1705,1554422,FORT MCMURRAY,T9K,Video - Internet,Internet 30,1,144,65
1705,9659694,FORT MCMURRAY,T9H,Video - Internet - Phone,Internet 60,1,81,45
1705,1513655,FORT MCMURRAY,T9H,Video - Internet - Phone,Internet 5,1,153,45
1705,9805386,FORT MCMURRAY,T9K,Video - Internet,Internet 150,1,115.9,49.9
1705,10196714,FORT MCMURRAY,T9K,Video - Internet - Phone,Internet 150,1,139.9,50.6
1705,9773734,FORT MCMURRAY,T9H,Video - Internet,Internet 150,1,88,50
1705,9400579,FORT MCMURRAY,T9H,Internet,Internet 15,1,146,66
1705,9650179,FORT MCMURRAY,T9K,Video - Internet,Internet 30,1,168,75
1705,1512481,FORT MCMURRAY,T9H,Video - Internet - Phone,High-Speed(GF),1,209.9,64
1705,1562097,FORT MCMURRAY,T9K,Video - Internet - Phone,Internet 60,1,214,95
1705,1513802,FORT MCMURRAY,T9H,Video - Internet - Phone,High-Speed(GF),1,182,73
1705,1516345,FORT MCMURRAY,T9K,Video - Internet - Phone,Internet 150,1,218.9,79.9
1705,1526229,FORT MCMURRAY,T9K,Video - Internet,High-Speed(GF),1,163,35.05
1705,1533865,FORT MCMURRAY,T9H,Video - Internet,High Speed 10(GF),1,129,65
1705,4772363,FORT MCMURRAY,T9H,Internet - Phone,High-Speed(GF),1,0,0
1705,9897281,FORT MCMURRAY,T9H,Video - Internet,Internet 30,1,109.9,35
1705,1543636,FORT MCMURRAY,T9H,Video - Internet,Internet 30,1,168,75
1705,8906800,FORT MCMURRAY,T9K,Video - Internet,Internet 150,1,138.9,79.9
1705,1517326,FORT MCMURRAY,T9H,Video - Internet - Phone,Internet 30,1,202,75
1705,9193241,FORT MCMURRAY,T9K,Internet,Internet 150,1,69.9,69.9
1705,9366153,FORT MCMURRAY,T9H,Internet,Internet 15,1,66,66
1705,10318408,FORT MCMURRAY,T9H,Internet,Internet 150,1,60,60
1705,1547984,FORT MCMURRAY,T9H,Video - Internet,Internet 150,1,198.8,79.9
1705,1520499,FORT MCMURRAY,T9H,Video - Internet,High-Speed(GF),1,169.95,35.05
1705,1570975,FORT MCMURRAY,T9K,Video - Internet - Phone,Internet 30,1,186,61
1705,1512906,FORT MCMURRAY,T9K,Video - Internet,High-Speed(GF),1,159,30.05
1705,10236323,FORT MCMURRAY,T9H,Internet,High-Speed(GF),1,0,0
1705,1565090,FORT MCMURRAY,T9H,Internet - Phone,High-Speed(GF),1,0,0
1705,9363011,FORT MCMURRAY,T9K,Internet,Internet 150,1,100,100
1705,5160833,FORT MCMURRAY,T9K,Video - Internet - Phone,Internet 15,1,169,66
1705,1514778,FORT MCMURRAY,T9K,Video - Internet,High-Speed(GF),1,201,73
1705,9540976,FORT MCMURRAY,T9H,Video - Internet - Phone,Internet 30,1,217,75
1705,5314274,FORT MCMURRAY,T9K,Internet - Phone,High-Speed(GF),1,0,0
1705,1572187,FORT MCMURRAY,T9H,Internet - Phone,High-Speed(GF),1,0,0
1705,1537411,FORT MCMURRAY,T9K,Video - Internet - Phone,High-Speed(GF),1,217,73
1705,1519073,FORT MCMURRAY,T9K,Video - Internet,High Speed 20(GF),1,186,53
1705,9550668,FORT MCMURRAY,T9K,Internet,Internet 150,1,100,100
1705,10042461,FORT MCMURRAY,T9H,Internet,Internet 15,1,0,0
1705,9543175,FORT MCMURRAY,T9H,Video - Internet,Internet 30,1,178,75
1705,1520649,FORT MCMURRAY,T9K,Video - Internet,High-Speed(GF),1,175.95,35.05
1705,4618746,FORT MCMURRAY,T9K,Video - Internet - Phone,High Speed 10(GF),1,199,65
1705,1563115,FORT MCMURRAY,T9K,Video - Internet - Phone,Internet 30,1,167,65
1705,5613874,FORT MCMURRAY,T9K,Video - Internet,High-Speed(GF),1,119,73
1705,1513906,FORT MCMURRAY,T9K,Video - Internet,Broadband 50(GGF),1,161,89
1705,1524437,FORT MCMURRAY,T9K,Video - Internet - Phone,High Speed 10(GF),1,197,65
1705,10012764,FORT MCMURRAY,T9H,Internet,Internet 30,1,NULL,NULL
1705,9336796,FORT MCMURRAY,T9K,Video - Internet - Phone,Internet 15,1,91,56
1705,1526163,FORT MCMURRAY,T9H,Internet - Phone,Internet 150,1,89.9,79.9
1705,1547278,FORT MCMURRAY,T9H,Internet - Phone,High-Speed(GF),1,0,0
1705,1556799,FORT MCMURRAY,T9K,Video - Internet,Internet 150,1,84.9,46.8
1705,1512977,FORT MCMURRAY,T9H,Video - Internet,Broadband 50(GGF),1,211,93
1705,9637213,FORT MCMURRAY,T9K,Internet,Internet 15,1,66,66
1705,9835676,FORT MCMURRAY,T9K,Video - Internet - Phone,Internet 150,1,110.9,46.8
1705,9903421,FORT MCMURRAY,T9H,Video - Internet - Phone,Internet 30,1,194,75
1705,4618731,FORT MCMURRAY,T9H,Internet,Internet 150,1,79.9,79.9
1705,1571519,FORT MCMURRAY,T9H,Video - Internet,Internet 15,1,153,66
1705,1570312,FORT MCMURRAY,T9K,Internet - Phone,High-Speed(GF),1,0,0
1705,1557473,FORT MCMURRAY,T9K,Video - Internet - Phone,Internet 15,1,159,66
1705,1512864,FORT MCMURRAY,T9H,Internet,Extreme(GF),1,73,73
1705,1548831,FORT MCMURRAY,T9H,Internet,Internet 150,1,83.9,79.9
1705,5613914,FORT MCMURRAY,T9K,Video - Internet,Internet 150,1,119.9,69.9
1705,1568203,FORT MCMURRAY,T9H,Video - Internet,Internet 15,1,168,66
1705,1522473,FORT MCMURRAY,T9H,Video - Internet - Phone,High-Speed(GF),1,203,62
1705,1521876,FORT MCMURRAY,T9K,Video - Internet - Phone,Internet 150,1,190.9,79.9
1705,5921161,FORT MCMURRAY,T9K,Video - Internet - Phone,Internet 15,1,153,66
1705,9812173,FORT MCMURRAY,T9K,Video - Internet,Internet 150,1,134.89,79.9
1705,4921712,FORT MCMURRAY,T9H,Video - Internet,Internet 150,1,116.9,69.9
1705,1522346,FORT MCMURRAY,T9K,Video - Internet - Phone,Extreme(GF),1,136,70
1705,1568277,FORT MCMURRAY,T9H,Video - Internet,Broadband 100(GGF),1,150,104
1705,1565019,FORT MCMURRAY,T9K,Internet - Phone,High-Speed(GF),1,0,0
1705,9776391,FORT MCMURRAY,T9H,Video - Internet,Internet 150,1,149.9,79.9
1705,10123334,FORT MCMURRAY,T9H,Video - Internet - Phone,Internet 150,1,111.9,38.6
1705,1542779,FORT MCMURRAY,T9K,Video - Internet - Phone,Broadband 50(GGF),1,259,93
1705,1567444,FORT MCMURRAY,T9K,Video - Internet,Internet 30,1,133,75
1705,1516285,FORT MCMURRAY,T9H,Video - Internet,Internet 150,1,201.9,79.9
1705,9773765,FORT MCMURRAY,T9K,Internet - Phone,Internet 30,1,0,0
1705,1528911,FORT MCMURRAY,T9H,Internet,Internet 15,1,66,66
1705,5264914,FORT MCMURRAY,T9H,Internet - Phone,High-Speed(GF),1,0,0
1705,1520252,FORT MCMURRAY,T9H,Video - Internet,Broadband 50(GGF),1,208,93
1705,1519954,FORT MCMURRAY,T9K,Video - Internet - Phone,High-Speed(GF),1,227,62
1705,5160712,FORT MCMURRAY,T9H,Video - Internet - Phone,High Speed 20(GF),1,199,72
1705,10053993,FORT MCMURRAY,T9H,Internet,Internet 150,1,49.9,49.9
1705,1520147,FORT MCMURRAY,T9K,Video - Internet,Internet 150,1,135.9,79.9
1705,1570863,FORT MCMURRAY,T9J,Video - Internet,Internet 150,1,144.9,79.9
1705,10042475,FORT MCMURRAY,T9K,Video - Internet,Internet 150,1,105.9,46.8
1705,5161741,FORT MCMURRAY,T9K,Internet,Internet 150,1,79.9,79.9
1705,9655165,FORT MCMURRAY,T9K,Internet - Phone,High-Speed(GF),1,0,0
1705,9727130,FORT MCMURRAY,T9K,Internet - Phone,Internet 5,1,0,0
1705,1522195,FORT MCMURRAY,T9H,Video - Internet,High-Speed(GF),1,147,73
1705,4921808,FORT MCMURRAY,T9H,Video - Internet - Phone,Internet 15,1,158,66
1705,1515264,FORT MCMURRAY,T9K,Video - Internet,Extreme(GF),1,149,46.05
1705,9764228,FORT MCMURRAY,T9K,Video - Internet - Phone,Internet 30,1,14,9
1705,9755135,FORT MCMURRAY,T9K,Video - Internet,Internet 60,1,160,95
1705,8691007,FORT MCMURRAY,T9H,Internet,Internet 150,1,79.9,79.9
1705,1512562,FORT MCMURRAY,T9K,Video - Internet,High-Speed(GF),1,175,35.05
1705,1522398,FORT MCMURRAY,T9K,Video - Internet,Internet 30,1,161,75
1705,9626595,FORT MCMURRAY,T9H,Video - Internet,Internet 30,1,121,75
1705,10325954,FORT MCMURRAY,T9K,Internet,Internet 150,1,49.9,49.9
1705,1562251,FORT MCMURRAY,T9K,Video - Internet - Phone,High Speed 10(GF),1,222.95,58
1705,1515933,FORT MCMURRAY,T9K,Video - Internet,Internet 30,1,150,75
1705,1562962,FORT MCMURRAY,T9K,Video - Internet - Phone,Internet 150,1,238.89,79.9
1705,1537323,FORT MCMURRAY,T9H,Video - Internet - Phone,Internet 150,1,220.9,79.9
1705,4921604,FORT MCMURRAY,T9H,Video - Internet - Phone,Broadband 50(GGF),1,220,93
1705,9776385,FORT MCMURRAY,T9K,Video - Internet,Internet 30,1,177.99,75
1705,9530084,FORT MCMURRAY,T9K,Internet,Internet 30,1,65,65
1705,6001318,FORT MCMURRAY,T9K,Internet - Phone,High Speed 10(GF),1,0,0
1705,5160750,FORT MCMURRAY,T9K,Internet - Phone,High-Speed(GF),1,0,0
1705,8657079,FORT MCMURRAY,T9K,Video - Internet,Broadband 50(GGF),1,164,93
1705,9366163,FORT MCMURRAY,T9K,Internet,Internet 150,1,100,100
1705,1524517,FORT MCMURRAY,T9J,Video - Internet - Phone,Internet 150,1,100,60
1705,10249849,FORT MCMURRAY,T9H,Video - Internet - Phone,Internet 150,1,89.89,49.9
1705,9819012,FORT MCMURRAY,T9K,Video - Internet,Internet 150,1,106.89,46.8
1705,1562930,FORT MCMURRAY,T9K,Internet - Phone,High-Speed(GF),1,10,0
1705,4772358,FORT MCMURRAY,T9H,Internet - Phone,High-Speed(GF),1,0,0
1705,1567899,FORT MCMURRAY,T9H,Internet - Phone,High-Speed(GF),1,0,0
1705,10249861,FORT MCMURRAY,T9K,Video - Internet,Internet 150,1,110.9,49.9
1705,1520148,FORT MCMURRAY,T9J,Video - Internet,High-Speed(GF),1,171,73
1705,10053990,FORT MCMURRAY,T9H,Internet,Internet 15,1,0,0
1705,1570124,FORT MCMURRAY,T9K,Internet - Phone,High-Speed(GF),1,0,0
1705,1562657,FORT MCMURRAY,T9K,Internet - Phone,High-Speed(GF),1,0,0
1705,1515055,FORT MCMURRAY,T9H,Video - Internet,Internet 15,1,132,66
1705,4966941,FORT MCMURRAY,T9K,Video - Internet,High Speed 20(GF),1,147.8,72
1705,1514912,FORT MCMURRAY,T9H,Video - Internet - Phone,Internet 30,1,207.95,75
1705,1514085,FORT MCMURRAY,T9H,Video - Internet - Phone,Internet 30,1,209,75
1705,9046684,FORT MCMURRAY,T9H,Internet,High-Speed(GF),1,3.95,0
1705,10328356,FORT MCMURRAY,T9K,Internet,Internet 150,1,49.9,49.9
1705,10172497,FORT MCMURRAY,T9H,Video - Internet,Internet 150,1,84.9,46.8
1705,9768268,FORT MCMURRAY,T9K,Video - Internet,Internet 30,1,192,75
1705,10314774,FORT MCMURRAY,T9K,Video - Internet,Internet 150,1,87.9,49.9
1705,4825258,FORT MCMURRAY,T9K,Video - Internet,Internet 150,1,159.9,79.9
1705,10119995,FORT MCMURRAY,T9K,Internet,Internet 150,1,49.9,49.9
1705,1512429,FORT MCMURRAY,T9H,Video - Internet - Phone,High Speed 20(GF),1,209,72
1705,5568210,FORT MCMURRAY,T9H,Video - Internet,Internet 30,1,181,75
